Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-openhie.fhir.sri-lanka.json	22133	-	0	0	0	0	0	0	5	92	0	0	0	0	0	0	0	2	0	0	145	123	0	0	1	6	0	0
fsh-generated/resources/Bundle-HIMS-Document-Bundle.json	42964	55	0	0	0	1	88	0	3	948	0	0	0	0	0	0	0	1	0	0	224	169	0	0	0	0	0	1
fsh-generated/resources/Bundle-HIMS-Transactional-Bundle.json	33373	39	0	0	0	0	23	0	2	173	0	0	0	0	0	0	0	0	0	0	134	67	0	0	0	0	0	0
fsh-generated/resources/CarePlan-FollowUpAtHLCExample.json	644	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-absent-or-unknown-allergies.json	1332	3	1	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	15	2221	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-cvd-risk-category.json	1302	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	66	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-follow-up-plan.json	1281	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	68	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-follow-up-reasons.json	1112	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	47	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-identifier-types.json	719	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	48	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-medical-conditions.json	901	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	55	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-reason-for-encounter.json	135668	160	0	0	0	0	0	0	10	372	0	0	3	0	0	0	0	2	0	0	621	467	0	0	0	19	0	2
fsh-generated/resources/CodeSystem-cs-risk-behaviour-physical-activity.json	796	2	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-risk-behaviour-tobacco-smoker.json	729	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	42	0	0	0	0	0	0
fsh-generated/resources/Communication-NotifiableDiseasesNotifiedExample.json	427	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/Composition-HIMSCompositionExample.json	6092	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0
fsh-generated/resources/Condition-MedicalHistoryExample.json	1270	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/Encounter-TargetFacilityEncounterExample.json	914	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0
fsh-generated/resources/Location-ProvidersLocationExample.json	1602	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Observation-BMIExample.json	1153	3	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample.json	1543	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/Observation-FastingBloodSugarExample.json	1558	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HeightExample.json	998	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0
fsh-generated/resources/Observation-HypertensionExample.json	1115	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-RandomBloodSugarExample.json	1548	4	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/Observation-RiskBehaviourPhysicalActivityExample.json	956	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
