Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-openhie.fhir.sri-lanka.json	32641	-	0	0	0	0	0	0	6	113	0	0	0	0	0	0	0	1	0	0	212	170	0	0	0	9	0	1
fsh-generated/resources/AllergyIntolerance-AllergiesExample.json	1002	12	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	14	23	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-AllergiesNoCodeExample.json	898	9	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-HIMS-Document-Bundle.json	41848	102	0	0	0	0	80	0	4	782	0	0	0	0	0	0	0	0	0	0	151	109	0	0	0	0	0	0
fsh-generated/resources/Bundle-HIMS-Transactional-Bundle.json	32257	77	0	0	0	0	37	0	1	247	0	0	0	0	0	0	0	1	0	0	129	75	0	0	0	0	0	0
fsh-generated/resources/CarePlan-FollowUpAtHLCExample.json	644	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-absent-or-unknown-allergies.json	1332	10	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	15	2034	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-cs-cvd-risk-category.json	1097	10	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	12	70	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-follow-up-plan.json	1076	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	57	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-follow-up-reasons.json	948	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	61	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-identifier-types.json	637	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	55	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-imaging.json	1847	13	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	15	66	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-injection.json	551	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-investigation.json	14608	49	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	0	0	79	94	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-cs-medical-conditions.json	778	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-medication-name.json	21724	78	0	0	0	0	0	0	2	73	0	0	0	0	0	0	0	0	0	0	114	82	0	0	0	4	0	0
fsh-generated/resources/CodeSystem-cs-procedure.json	2099	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	31	0	1	0	0	0	0
fsh-generated/resources/CodeSystem-cs-reason-for-encounter.json	100501	263	1	0	0	0	0	0	9	233	0	0	1	0	0	0	0	5	0	0	609	352	0	0	0	19	0	2
fsh-generated/resources/CodeSystem-cs-risk-behaviour-physical-activity.json	714	9	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	11	38	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-risk-behaviour-tobacco-smoker.json	647	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	43	0	0	0	0	0	0
fsh-generated/resources/Communication-NotifiableDiseasesNotifiedExample.json	427	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
